Gene / product (bioentity_label)	Gene / product (bioentity_name)	Organism	Type	Source	Synonyms
ABHD12	Lysophosphatidylserine lipase ABHD12	Sus scrofa	protein	UniProtKB	
A0A5G2Q7G9	RNA-directed DNA polymerase	Sus scrofa	protein	UniProtKB	
MYRIP	RabBD domain-containing protein	Sus scrofa	protein	UniProtKB	
IBTK	Inhibitor of Bruton tyrosine kinase	Sus scrofa	protein	UniProtKB	
POLD1	DNA polymerase	Sus scrofa	protein	UniProtKB	
NUP58	Nucleoporin p58/p45	Sus scrofa	protein	UniProtKB	
TMEM174	Transmembrane protein 174	Sus scrofa	protein	UniProtKB	
TERF2	Telomeric repeat-binding factor	Sus scrofa	protein	UniProtKB	
PAQR5	Progestin and adipoQ receptor family member 5	Sus scrofa	protein	UniProtKB	
RIPOR1	PL48 domain-containing protein	Sus scrofa	protein	UniProtKB	
ARV1	Protein ARV	Sus scrofa	protein	UniProtKB	
H2AC1	Histone H2A	Sus scrofa	protein	UniProtKB	
ITPRIP	Inositol 1,4,5-trisphosphate receptor-interacting protein	Sus scrofa	protein	UniProtKB	
IRAK1BP1	Interleukin 1 receptor associated kinase 1 binding protein 1	Sus scrofa	protein	UniProtKB	
LOC110256972	Olfactory receptor	Sus scrofa	protein	UniProtKB	
ANKRA2	ANRA2 protein	Sus scrofa	protein	UniProtKB	
PLCZ	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase zeta-1	Sus scrofa	protein	UniProtKB	
PCBD2	4a-hydroxytetrahydrobiopterin dehydratase	Sus scrofa	protein	UniProtKB	
DNAJB6	J domain-containing protein	Sus scrofa	protein	UniProtKB	
SPI1	ETS domain-containing protein	Sus scrofa	protein	UniProtKB	
PRSS37	Peptidase S1 domain-containing protein	Sus scrofa	protein	UniProtKB	
LRATD1	LRAT domain-containing protein	Sus scrofa	protein	UniProtKB	
ENC1	BTB domain-containing protein	Sus scrofa	protein	UniProtKB	
FGF6	Fibroblast growth factor	Sus scrofa	protein	UniProtKB	
LOC100524494	Olfactory receptor	Sus scrofa	protein	UniProtKB	
EDC4	Enhancer of mRNA-decapping protein 4	Sus scrofa	protein	UniProtKB	
ZDHHC1	Palmitoyltransferase	Sus scrofa	protein	UniProtKB	
A0A5G2Q7D9	Ovule protein	Sus scrofa	protein	UniProtKB	
SOCS2	Suppressor of cytokine signaling 2	Sus scrofa	protein	UniProtKB	
ALDH1A2	Aldedh domain-containing protein	Sus scrofa	protein	UniProtKB	
A0A5G2RN55	RNA-directed DNA polymerase	Sus scrofa	protein	UniProtKB	
ROCK2	Rho-associated protein kinase 2	Sus scrofa	protein	UniProtKB	
TMEM216	Transmembrane protein 216	Sus scrofa	protein	UniProtKB	
ATP5F1D	ATP synthase F1 subunit delta	Sus scrofa	protein	UniProtKB	
RTBDN	Folate_rec domain-containing protein	Sus scrofa	protein	UniProtKB	
RGL1	Ral guanine nucleotide dissociation stimulator like 1	Sus scrofa	protein	UniProtKB	
F1S2I6	40S ribosomal protein S17	Sus scrofa	protein	UniProtKB	
POLK	DNA polymerase kappa	Sus scrofa	protein	UniProtKB	
COX7A2	Cytochrome c oxidase subunit 7A2	Sus scrofa	protein	UniProtKB	
COL12A1	Collagen alpha-1(XII) chain	Sus scrofa	protein	UniProtKB	
A0A5G2Q7C8	Guanylate cyclase domain-containing protein	Sus scrofa	protein	UniProtKB	
LOC110259446	Olfactory receptor	Sus scrofa	protein	UniProtKB	
NRN1	Neuritin	Sus scrofa	protein	UniProtKB	
TAS1R2	G_PROTEIN_RECEP_F3_4 domain-containing protein	Sus scrofa	protein	UniProtKB	
MPV17	Protein Mpv17	Sus scrofa	protein	UniProtKB	
LOC100518860	Cystic fibrosis transmembrane conductance regulator	Sus scrofa	protein	UniProtKB	
MSI2	RNA-binding protein Musashi homolog 2	Sus scrofa	protein	UniProtKB	
MYO7B	Unconventional myosin-VIIb	Sus scrofa	protein	UniProtKB	
F2RL1	G_PROTEIN_RECEP_F1_2 domain-containing protein	Sus scrofa	protein	UniProtKB	
CRHBP	Corticotropin-releasing factor-binding protein	Sus scrofa	protein	UniProtKB	
AGGF1	Angiogenic factor with G patch and FHA domains 1	Sus scrofa	protein	UniProtKB	
A0A5G2Q7B9	Transmembrane protein	Sus scrofa	protein	UniProtKB	
OPTN	Optineurin	Sus scrofa	protein	UniProtKB	
NPG4	Prophenin-2-like	Sus scrofa	protein	UniProtKB	
A0A287AG68	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	Sus scrofa	protein	UniProtKB	
A0A5G2RMR0	WAP domain-containing protein	Sus scrofa	protein	UniProtKB	
DNAH17	Dynein axonemal heavy chain 17	Sus scrofa	protein	UniProtKB	
SETBP1	SET-binding protein	Sus scrofa	protein	UniProtKB	
KAT6B	histone acetyltransferase	Sus scrofa	protein	UniProtKB	
TBCA	Tubulin-specific chaperone A	Sus scrofa	protein	UniProtKB	
SLC12A7	Solute carrier family 12 member 7	Sus scrofa	protein	UniProtKB	
AP3B1	AP-3 complex subunit beta	Sus scrofa	protein	UniProtKB	
PLXDC2	PSI domain-containing protein	Sus scrofa	protein	UniProtKB	
RPA3	Replication protein A 14 kDa subunit	Sus scrofa	protein	UniProtKB	
A0A5G2QK54	RNA uridylyltransferase	Sus scrofa	protein	UniProtKB	
A0A5G2Q7A1	Ovule protein	Sus scrofa	protein	UniProtKB	
POLA2	DNA polymerase alpha subunit B	Sus scrofa	protein	UniProtKB	
NLRP12	NLRP12	Sus scrofa	protein	UniProtKB	
WIPF1	WH2 domain-containing protein	Sus scrofa	protein	UniProtKB	
VDAC2	Voltage-dependent anion-selective channel protein 2	Sus scrofa	protein	UniProtKB	
LHFPL2	LHFPL tetraspan subfamily member 2 protein	Sus scrofa	protein	UniProtKB	
ZNF503	C2H2-type domain-containing protein	Sus scrofa	protein	UniProtKB	
ERCC6L	DNA excision repair protein ERCC-6-like	Sus scrofa	protein	UniProtKB	
RASEF	EF-hand domain-containing protein	Sus scrofa	protein	UniProtKB	
KRT7	IF rod domain-containing protein	Sus scrofa	protein	UniProtKB	
LOC100521825	Olfactory receptor	Sus scrofa	protein	UniProtKB	
LOC110261309	Zinc finger protein 264	Sus scrofa	protein	UniProtKB	
POLR3A	DNA-directed RNA polymerase subunit	Sus scrofa	protein	UniProtKB	
ZMIZ1	SP-RING-type domain-containing protein	Sus scrofa	protein	UniProtKB	
PPIF	Peptidyl-prolyl cis-trans isomerase	Sus scrofa	protein	UniProtKB	
CNGA3	Cyclic nucleotide-binding domain-containing protein	Sus scrofa	protein	UniProtKB	
APEH	Acylamino-acid-releasing enzyme	Sus scrofa	protein	UniProtKB	
C1H9orf78	Chromosome 9 open reading frame 78	Sus scrofa	protein	UniProtKB	C9orf78
DHX29	ATP-dependent RNA helicase DHX29	Sus scrofa	protein	UniProtKB	
DQX1	ATP-dependent RNA helicase DQX1	Sus scrofa	protein	UniProtKB	
I3LG91	EF-hand domain-containing protein	Sus scrofa	protein	UniProtKB	
XYLB	Xylulose kinase	Sus scrofa	protein	UniProtKB	
ZNF10	Zinc finger protein 10	Sus scrofa	protein	UniProtKB	
IL1B	Multifunctional fusion protein	Sus scrofa	protein	UniProtKB	
LAMA1	Laminin subunit alpha 1	Sus scrofa	protein	UniProtKB	
GARIN3	DUF3699 domain-containing protein	Sus scrofa	protein	UniProtKB	
GEN1	Flap endonuclease GEN homolog 1	Sus scrofa	protein	UniProtKB	
LOC110258642	Olfactory receptor	Sus scrofa	protein	UniProtKB	
IL2RB	Interleukin-2 receptor subunit beta	Sus scrofa	protein	UniProtKB	
HAVCR1	Ig-like domain-containing protein	Sus scrofa	protein	UniProtKB	
TIMD4	Ig-like domain-containing protein	Sus scrofa	protein	UniProtKB	
WWP2	E3 ubiquitin-protein ligase	Sus scrofa	protein	UniProtKB	
RECQL5	ATP-dependent DNA helicase	Sus scrofa	protein	UniProtKB	
BNC2	Zinc finger protein basonuclin-2	Sus scrofa	protein	UniProtKB	
KDM4C	[histone H3]-trimethyl-L-lysine(9) demethylase	Sus scrofa	protein	UniProtKB	
TRIM17	RING-type E3 ubiquitin transferase	Sus scrofa	protein	UniProtKB	
FOXC2	Fork-head domain-containing protein	Sus scrofa	protein	UniProtKB	
C8G	Lipocln_cytosolic_FA-bd_dom domain-containing protein	Sus scrofa	protein	UniProtKB	
PGB	Peptidase A1 domain-containing protein	Sus scrofa	protein	UniProtKB	
PRELID3A	PRELI/MSF1 domain-containing protein	Sus scrofa	protein	UniProtKB	
LARP1	HTH La-type RNA-binding domain-containing protein	Sus scrofa	protein	UniProtKB	
FOXM1	Fork-head domain-containing protein	Sus scrofa	protein	UniProtKB	
GALNT10	Polypeptide N-acetylgalactosaminyltransferase	Sus scrofa	protein	UniProtKB	
SAMHD1	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1	Sus scrofa	protein	UniProtKB	
HCFC1R1	Host cell factor C1 regulator 1	Sus scrofa	protein	UniProtKB	
VSIG10L2	V-set and immunoglobulin domain-containing protein 10-like 2	Sus scrofa	protein	UniProtKB	
UBL3	Ubiquitin-like domain-containing protein	Sus scrofa	protein	UniProtKB	
A0A287AG14	G_PROTEIN_RECEP_F1_2 domain-containing protein	Sus scrofa	protein	UniProtKB	
APOB	Vitellogenin domain-containing protein	Sus scrofa	protein	UniProtKB	
ZNF41	Zinc finger protein 41	Sus scrofa	protein	UniProtKB	
FGFRL1	Fibroblast growth factor receptor like 1	Sus scrofa	protein	UniProtKB	
MLKL	Protein kinase domain-containing protein	Sus scrofa	protein	UniProtKB	
FAT2	FAT atypical cadherin 2	Sus scrofa	protein	UniProtKB	
CCNQ	Cyclin-Q	Sus scrofa	protein	UniProtKB	
FAM13A	Rho-GAP domain-containing protein	Sus scrofa	protein	UniProtKB	
I3LFU3	RING-type domain-containing protein	Sus scrofa	protein	UniProtKB	
CCDC181	Coiled-coil domain-containing protein 181	Sus scrofa	protein	UniProtKB	
GPR171	G_PROTEIN_RECEP_F1_2 domain-containing protein	Sus scrofa	protein	UniProtKB	
PLCE1	Phosphoinositide phospholipase C	Sus scrofa	protein	UniProtKB	
BCAP31	B-cell receptor-associated protein	Sus scrofa	protein	UniProtKB	
NRXN3	LAM_G_DOMAIN domain-containing protein	Sus scrofa	protein	UniProtKB	
PLXNB3	Sema domain-containing protein	Sus scrofa	protein	UniProtKB	
SOX3	HMG box domain-containing protein	Sus scrofa	protein	UniProtKB	
LOC100520757	G_PROTEIN_RECEP_F1_2 domain-containing protein	Sus scrofa	protein	UniProtKB	
RNF114	E3 ubiquitin-protein ligase RNF114	Sus scrofa	protein	UniProtKB	ZNF313
ACR	Acrosin	Sus scrofa	protein	UniProtKB	
TYMS	Thymidylate synthase	Sus scrofa	protein	UniProtKB	
PIP5K1B	PIPK domain-containing protein	Sus scrofa	protein	UniProtKB	
EPHA5	receptor protein-tyrosine kinase	Sus scrofa	protein	UniProtKB	
UGT8	UDPGT domain-containing protein	Sus scrofa	protein	UniProtKB	
CEP19	Centrosomal protein of 19 kDa	Sus scrofa	protein	UniProtKB	
PKMYT1	Protein kinase domain-containing protein	Sus scrofa	protein	UniProtKB	
SENP7	ULP_PROTEASE domain-containing protein	Sus scrofa	protein	UniProtKB	
BACH1	Transcription regulator protein BACH1	Sus scrofa	protein	UniProtKB	
A0A287AFM5	Ig-like domain-containing protein	Sus scrofa	protein	UniProtKB	
BTAF1	B-TFIID TATA-box binding protein associated factor 1	Sus scrofa	protein	UniProtKB	
DPEP2	Membrane dipeptidase	Sus scrofa	protein	UniProtKB	
TRMT1L	TRMT1-like protein	Sus scrofa	protein	UniProtKB	
LGALS1	Galectin	Sus scrofa	protein	UniProtKB	
TAF9	Transcription initiation factor TFIID subunit 9B	Sus scrofa	protein	UniProtKB	
RABEP2	Rab GTPase-binding effector protein 2	Sus scrofa	protein	UniProtKB	
MMP25	ZnMc domain-containing protein	Sus scrofa	protein	UniProtKB	
ELFN1	LRRCT domain-containing protein	Sus scrofa	protein	UniProtKB	
C2orf49	Ashwin	Sus scrofa	protein	UniProtKB	
ATP8A2	Phospholipid-transporting ATPase	Sus scrofa	protein	UniProtKB	
CALHM6	Calcium homeostasis modulator protein 6	Sus scrofa	protein	UniProtKB	
TAF9B	Transcription initiation factor TFIID subunit 9B	Sus scrofa	protein	UniProtKB	
PDZK1IP1	PDZK1-interacting protein 1	Sus scrofa	protein	UniProtKB	
OR8D1	Olfactory receptor	Sus scrofa	protein	UniProtKB	
PCNX1	Pecanex-like protein	Sus scrofa	protein	UniProtKB	
CSNK1G2	non-specific serine/threonine protein kinase	Sus scrofa	protein	UniProtKB	
SOX13	HMG box domain-containing protein	Sus scrofa	protein	UniProtKB	
LOC100738814	Vomeronasal type-1 receptor	Sus scrofa	protein	UniProtKB	
APOR	Apolipoprotein R	Sus scrofa	protein	UniProtKB	
GPHN	Molybdopterin molybdenumtransferase	Sus scrofa	protein	UniProtKB	
GLUL	Glutamine synthetase	Sus scrofa	protein	UniProtKB	
DMD	Dystrophin	Sus scrofa	protein	UniProtKB	
RCOR3	REST corepressor 3	Sus scrofa	protein	UniProtKB	
CCNL1	Cyclin-L1	Sus scrofa	protein	UniProtKB	
ARHGEF38	Rho guanine nucleotide exchange factor 38	Sus scrofa	protein	UniProtKB	
LPL	Lipoprotein lipase	Sus scrofa	protein	UniProtKB	
DNAL1	Dynein light chain 1, axonemal	Sus scrofa	protein	UniProtKB	
TEDDM1	Transmembrane epididymal protein 1	Sus scrofa	protein	UniProtKB	
RMND5B	RING-type E3 ubiquitin transferase	Sus scrofa	protein	UniProtKB	
TMEM254	Transmembrane protein 254	Sus scrofa	protein	UniProtKB	
DOCK11	Dedicator of cytokinesis 11	Sus scrofa	protein	UniProtKB	
CCDC68	Coiled-coil domain-containing protein 68	Sus scrofa	protein	UniProtKB	
FLRT1	Fibronectin type-III domain-containing protein	Sus scrofa	protein	UniProtKB	
COX8A	Cytochrome c oxidase subunit 8	Sus scrofa	protein	UniProtKB	
NDN	MAGE domain-containing protein	Sus scrofa	protein	UniProtKB	
BRCA2	Tower domain-containing protein	Sus scrofa	protein	UniProtKB	
A0A5G2Q6T5	RING-type domain-containing protein	Sus scrofa	protein	UniProtKB	
SF3B6	RRM domain-containing protein	Sus scrofa	protein	UniProtKB	
SLC35F5	EamA domain-containing protein	Sus scrofa	protein	UniProtKB	
SRY	Sex-determining region Y protein	Sus scrofa	protein	UniProtKB	TDF
LMO7	LIM domain only protein 7	Sus scrofa	protein	UniProtKB	
NAA40	N-alpha-acetyltransferase 40	Sus scrofa	protein	UniProtKB	
JAKMIP2	JAKMIP_CC3 domain-containing protein	Sus scrofa	protein	UniProtKB	
PNMT	Phenylethanolamine N-methyltransferase	Sus scrofa	protein	UniProtKB	
ZNF397	Zinc finger protein 271	Sus scrofa	protein	UniProtKB	
F1RPY4	60S ribosomal protein L22	Sus scrofa	protein	UniProtKB	
RAB5A	Ras-related protein Rab-5A	Sus scrofa	protein	UniProtKB	
RAB32	Ras-related protein Rab-32	Sus scrofa	protein	UniProtKB	
RAB34	Ras-related protein Rab-34	Sus scrofa	protein	UniProtKB	
URI1	Unconventional prefoldin RPB5 interactor 1	Sus scrofa	protein	UniProtKB	
DNASE2B	deoxyribonuclease II	Sus scrofa	protein	UniProtKB	
LSP1	Lymphocyte specific protein 1	Sus scrofa	protein	UniProtKB	
RBM4B	RNA-binding protein 4B	Sus scrofa	protein	UniProtKB	RBM30
LOC100155759	G_PROTEIN_RECEP_F1_2 domain-containing protein	Sus scrofa	protein	UniProtKB	
NARS1	asparagine--tRNA ligase	Sus scrofa	protein	UniProtKB	
MTFMT	Methionyl-tRNA formyltransferase, mitochondrial	Sus scrofa	protein	UniProtKB	
IL22RA2	Interleukin-22 receptor subunit alpha-2	Sus scrofa	protein	UniProtKB	
SHAS2	Hyaluronan synthase 2	Sus scrofa	protein	UniProtKB	
HPCA	Neuron-specific calcium-binding protein hippocalcin	Sus scrofa	protein	UniProtKB	
GLTP	Glycolipid transfer protein	Sus scrofa	protein	UniProtKB	
PPIL1	Peptidyl-prolyl cis-trans isomerase	Sus scrofa	protein	UniProtKB	
SNTB1	Beta-1-syntrophin	Sus scrofa	protein	UniProtKB	
LOC100626876	Short-chain dehydrogenase/reductase family 16C member 6	Sus scrofa	protein	UniProtKB	
EFNA1	Ephrin-A1	Sus scrofa	protein	UniProtKB	
GNAI3	Guanine nucleotide-binding protein G(K) subunit alpha	Sus scrofa	protein	UniProtKB	
ATF6B	BZIP domain-containing protein	Sus scrofa	protein	UniProtKB	
ABCB11	Bile salt export pump	Sus scrofa	protein	UniProtKB	
ANXA10	Annexin A10	Sus scrofa	protein	UniProtKB	
CCKAR	Cholecystokinin receptor type A	Sus scrofa	protein	UniProtKB	
ZNF383	Zinc finger protein 383	Sus scrofa	protein	UniProtKB	
ZMYND8	Protein kinase C-binding protein 1	Sus scrofa	protein	UniProtKB	
IFNGR1	Interferon gamma receptor 1	Sus scrofa	protein	UniProtKB	
CD226	CD226 molecule	Sus scrofa	protein	UniProtKB	
DHRS9	Dehydrogenase/reductase 9	Sus scrofa	protein	UniProtKB	
BBS5	Bardet-Biedl syndrome 5 protein homolog	Sus scrofa	protein	UniProtKB	
F9	Coagulation factor IX	Sus scrofa	protein	UniProtKB	
MCF2	Proto-oncogene DBL	Sus scrofa	protein	UniProtKB	
PHOSPHO2	Pyridoxal phosphate phosphatase PHOSPHO2	Sus scrofa	protein	UniProtKB	
SSB	Lupus La protein	Sus scrofa	protein	UniProtKB	
SLC30A8	Zinc transporter 8	Sus scrofa	protein	UniProtKB	
LEPR	Leptin receptor	Sus scrofa	protein	UniProtKB	
ADRA2C	Alpha-2C adrenergic receptor	Sus scrofa	protein	UniProtKB	
KCMF1	E3 ubiquitin-protein ligase KCMF1	Sus scrofa	protein	UniProtKB	
GABRB1	Gamma-aminobutyric acid receptor subunit beta-1	Sus scrofa	protein	UniProtKB	
CREG1	Cellular repressor of E1A stimulated genes 1	Sus scrofa	protein	UniProtKB	
ADCY10	Adenylate cyclase type 10	Sus scrofa	protein	UniProtKB	
TEX14	Protein kinase domain-containing protein	Sus scrofa	protein	UniProtKB	
METTL8	tRNA N(3)-methylcytidine methyltransferase	Sus scrofa	protein	UniProtKB	
SLITRK2	SLIT and NTRK-like protein 2	Sus scrofa	protein	UniProtKB	
TRPC3	ANK_REP_REGION domain-containing protein	Sus scrofa	protein	UniProtKB	
ZNF146	Zinc finger protein OZF	Sus scrofa	protein	UniProtKB	
PEX6	Peroxisome biogenesis factor 6	Sus scrofa	protein	UniProtKB	
SLC39A12	ZIP4_domain domain-containing protein	Sus scrofa	protein	UniProtKB	
EXOSC9	Exosome complex component RRP45	Sus scrofa	protein	UniProtKB	
QRFPR	G_PROTEIN_RECEP_F1_2 domain-containing protein	Sus scrofa	protein	UniProtKB	
TNIP3	CC2-LZ domain-containing protein	Sus scrofa	protein	UniProtKB	
ADH7	PKS_ER domain-containing protein	Sus scrofa	protein	UniProtKB	
HAUS1	HAUS augmin-like complex subunit 1	Sus scrofa	protein	UniProtKB	
EFNB3	Ephrin RBD domain-containing protein	Sus scrofa	protein	UniProtKB	
POGK	Pogo transposable element with KRAB domain	Sus scrofa	protein	UniProtKB	
LOC100151788	Flavin-containing monooxygenase	Sus scrofa	protein	UniProtKB	
RNF165	RING-type domain-containing protein	Sus scrofa	protein	UniProtKB	
ZKSCAN8	Zinc finger protein with KRAB and SCAN domains 8	Sus scrofa	protein	UniProtKB	
ZSCAN9	Zinc finger and SCAN domain-containing protein 9	Sus scrofa	protein	UniProtKB	
ZKSCAN4	Zinc finger protein with KRAB and SCAN domains 4	Sus scrofa	protein	UniProtKB	
NKAPL	Nkap_C domain-containing protein	Sus scrofa	protein	UniProtKB	
ABHD12B	Hydrolase_4 domain-containing protein	Sus scrofa	protein	UniProtKB	
SMC4	Structural maintenance of chromosomes protein	Sus scrofa	protein	UniProtKB	
ENSA	Alpha-endosulfine	Sus scrofa	protein	UniProtKB	
SPACA7	Dickkopf-like protein 1	Sus scrofa	protein	UniProtKB	
HSP90B1	HATPase_c domain-containing protein	Sus scrofa	protein	UniProtKB	
PGBD1	SCAN box domain-containing protein	Sus scrofa	protein	UniProtKB	
RBMS1	RNA-binding motif, single-stranded-interacting protein 1	Sus scrofa	protein	UniProtKB	
DHX40	RNA helicase	Sus scrofa	protein	UniProtKB	
POU3F4	POU domain protein	Sus scrofa	protein	UniProtKB	
CYLC1	Cylicin_N domain-containing protein	Sus scrofa	protein	UniProtKB	
LRRC52	LRRNT domain-containing protein	Sus scrofa	protein	UniProtKB	
CEP83	Centrosomal protein of 83 kDa	Sus scrofa	protein	UniProtKB	
MT-CYB	Cytochrome b	Sus scrofa	protein	UniProtKB	COB|CYTB|MTCYB
PSMC1	AAA domain-containing protein	Sus scrofa	protein	UniProtKB	
DSE	Dermatan-sulfate epimerase	Sus scrofa	protein	UniProtKB	
LMX1A	LIM homeobox transcription factor 1-alpha	Sus scrofa	protein	UniProtKB	
PTRH2	aminoacyl-tRNA hydrolase	Sus scrofa	protein	UniProtKB	
LOC100522686	Olfactory receptor	Sus scrofa	protein	UniProtKB	
PSMD14	MPN domain-containing protein	Sus scrofa	protein	UniProtKB	
MED13	Mediator of RNA polymerase II transcription subunit 13	Sus scrofa	protein	UniProtKB	
TAP2	Antigen peptide transporter 2	Sus scrofa	protein	UniProtKB	
CD99L2	CD99 antigen-like protein 2	Sus scrofa	protein	UniProtKB	
SLC36A4	Solute carrier family 36 member 4	Sus scrofa	protein	UniProtKB	
PRRT2	Proline-rich transmembrane protein 2	Sus scrofa	protein	UniProtKB	
POF1B	Protein POF1B	Sus scrofa	protein	UniProtKB	
NUF2	Nuf2 domain-containing protein	Sus scrofa	protein	UniProtKB	
F1S1P4	Activated RNA polymerase II transcriptional coactivator p15	Sus scrofa	protein	UniProtKB	
HSD17B7	3beta-hydroxysteroid 3-dehydrogenase	Sus scrofa	protein	UniProtKB	
CENPQ	Centromere protein Q	Sus scrofa	protein	UniProtKB	
F1S1P0	UBC core domain-containing protein	Sus scrofa	protein	UniProtKB	
CDH4	Cadherin-4	Sus scrofa	protein	UniProtKB	
MGARP	AIF-MLS domain-containing protein	Sus scrofa	protein	UniProtKB	
VCP	Transitional endoplasmic reticulum ATPase	Sus scrofa	protein	UniProtKB	
PLCB3	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase	Sus scrofa	protein	UniProtKB	
VEGFB	PDGF_2 domain-containing protein	Sus scrofa	protein	UniProtKB	
DNAJC4	J domain-containing protein	Sus scrofa	protein	UniProtKB	
TFIP11	Tuftelin-interacting protein 11	Sus scrofa	protein	UniProtKB	STIP
TRPT1	2'-phosphotransferase	Sus scrofa	protein	UniProtKB	
FERMT3	PH domain-containing protein	Sus scrofa	protein	UniProtKB	
ZDHHC18	Palmitoyltransferase	Sus scrofa	protein	UniProtKB	
PARK7	protein deglycase	Sus scrofa	protein	UniProtKB	
NNAT	Neuronatin	Sus scrofa	protein	UniProtKB	
SCTR	Secretin receptor	Sus scrofa	protein	UniProtKB	
ADRA2A	Alpha-2A adrenergic receptor	Sus scrofa	protein	UniProtKB	A2AR
VSIG1	V-set and immunoglobulin domain-containing protein 1	Sus scrofa	protein	UniProtKB	
WDR41	WDR41	Sus scrofa	protein	UniProtKB	
TTC21B	Tetratricopeptide repeat domain 21B	Sus scrofa	protein	UniProtKB	
PCDH19	Protocadherin 19	Sus scrofa	protein	UniProtKB	
TNMD	BRICHOS domain-containing protein	Sus scrofa	protein	UniProtKB	
TSPAN6	Tetraspanin	Sus scrofa	protein	UniProtKB	
SRPX2	Sushi repeat-containing protein SRPX2	Sus scrofa	protein	UniProtKB	
SYTL4	SYTL4	Sus scrofa	protein	UniProtKB	
PHKA1	Phosphorylase b kinase regulatory subunit	Sus scrofa	protein	UniProtKB	
SLC7A2	Cationic amino acid transporter 2	Sus scrofa	protein	UniProtKB	ATRC2
AKAP7	A-kinase anchoring protein 7	Sus scrofa	protein	UniProtKB	
WNK1	non-specific serine/threonine protein kinase	Sus scrofa	protein	UniProtKB	
ARL13A	ADP-ribosylation factor-like protein 13A	Sus scrofa	protein	UniProtKB	
TRMT2B	tRNA (uracil(54)-C(5))-methyltransferase	Sus scrofa	protein	UniProtKB	
