Gene / product (bioentity_label)	Gene / product (bioentity_name)	Organism (taxon_label)	Type	Source	Synonyms
Mir124a-1	microRNA 124a-1	Mus musculus	miRNA_gene	MGI	Mirn124a|mmu-mir-124a-1|mmu-mir-124-1|Mirn124a-1
Mir122	microRNA 122	Mus musculus	miRNA_gene	MGI	mmu-mir-122a|mmu-mir-122|Mirn122a|Mir122a|Mir122b|Mirn122b
Mir10b	microRNA 10b	Mus musculus	miRNA_gene	MGI	mmu-mir-10b|mir-10b|Mirn10b
Mir101a	microRNA 101a	Mus musculus	miRNA_gene	MGI	Mirn101|mmu-mir-101a|Mirn101a
Mirlet7i	microRNA let7i	Mus musculus	miRNA_gene	MGI	mmu-let-7i|Mirnlet7i
Mirlet7g	microRNA let7g	Mus musculus	miRNA_gene	MGI	mmu-let-7g|Mirnlet7g
Nudcd3	NudC domain containing 3	Mus musculus	protein_coding_gene	MGI	
Clstn2	calsyntenin 2	Mus musculus	protein_coding_gene	MGI	2900042C18Rik|CS2|Cst-2|CSTN2
Clstn1	calsyntenin 1	Mus musculus	protein_coding_gene	MGI	1810034E21Rik|alcadein alpha|calsyntenin-1|Cst-1
Pnpo	pyridoxine 5'-phosphate oxidase	Mus musculus	protein_coding_gene	MGI	
Slc35e4	solute carrier family 35, member E4	Mus musculus	protein_coding_gene	MGI	A330108F03Rik
Tnmd	tenomodulin	Mus musculus	protein_coding_gene	MGI	1110017I01Rik|Bricd4|ChM1L|myodulin|TeM|tendin
Bin3	bridging integrator 3	Mus musculus	protein_coding_gene	MGI	1700015F07Rik
As3mt	arsenite methyltransferase	Mus musculus	protein_coding_gene	MGI	2310045H08Rik|Cyt19
Smoc2	SPARC related modular calcium binding 2	Mus musculus	protein_coding_gene	MGI	1700056C05Rik|5430426J21Rik|Smoc2l
Smoc1	SPARC related  modular calcium binding 1	Mus musculus	protein_coding_gene	MGI	2600002F22Rik|SPARC-related protein|SRG
Mogs	mannosyl-oligosaccharide glucosidase	Mus musculus	protein_coding_gene	MGI	1810017N02Rik|Gcs1
Terf2ip	telomeric repeat binding factor 2, interacting protein	Mus musculus	protein_coding_gene	MGI	Rap1
Mrgpra2b	MAS-related GPR, member A2B	Mus musculus	protein_coding_gene	MGI	MrgA2|Mrgpra2
Mrgpra1	MAS-related GPR, member A1	Mus musculus	protein_coding_gene	MGI	MrgA1
Serpina3f	serine (or cysteine) peptidase inhibitor, clade A, member 3F	Mus musculus	protein_coding_gene	MGI	2A1|alpha-1 antiproteinasin|antitrypsin
Hic2	hypermethylated in cancer 2	Mus musculus	protein_coding_gene	MGI	HRG22
Rgs20	regulator of G-protein signaling 20	Mus musculus	protein_coding_gene	MGI	2900073E09Rik|Rgsz1
Nampt	nicotinamide phosphoribosyltransferase	Mus musculus	protein_coding_gene	MGI	1110035O14Rik|Pbef1|Visfatin
Myg1	melanocyte proliferating gene 1	Mus musculus	protein_coding_gene	MGI	Gamm1
Serpina3j	serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3J	Mus musculus	protein_coding_gene	MGI	alpha-1 antiproteinase|Gm4931
Smg6	SMG6 nonsense mediated mRNA decay factor	Mus musculus	protein_coding_gene	MGI	Smg-6 homolog, nonsense mediated mRNA decay factor (C. elegans)
Tug1	taurine upregulated gene 1	Mus musculus	lncRNA_gene	MGI	
Tmem199	transmembrane protein 199	Mus musculus	protein_coding_gene	MGI	
Fcrl5	Fc receptor-like 5	Mus musculus	protein_coding_gene	MGI	BXMAS1-like protein 2|Fcrh3|mBXMH2
Rnaseh1	ribonuclease H1	Mus musculus	protein_coding_gene	MGI	
Atoh7	atonal bHLH transcription factor 7	Mus musculus	protein_coding_gene	MGI	bHLHa13|Math5
Cacna2d2	calcium channel, voltage-dependent, alpha 2/delta subunit 2	Mus musculus	protein_coding_gene	MGI	a2d2
1190028D05Rik	RIKEN cDNA 1190028D05 gene	Mus musculus	lncRNA_gene	MGI	
Tceal5	transcription elongation factor A (SII)-like 5	Mus musculus	protein_coding_gene	MGI	6430401A05Rik
Rsbn1l	round spermatid basic protein 1-like	Mus musculus	protein_coding_gene	MGI	8430412F05Rik|C330002G24Rik
Gm15433	Predicted pseudogene 15433	Mus musculus	protein	UniProtKB	UniProtKB:A0A668KLD8|PTN008398527
Vmn2r112	vomeronasal 2, receptor 112	Mus musculus	protein_coding_gene	MGI	EG628185
Vmn1r143	vomeronasal 1 receptor 143	Mus musculus	protein_coding_gene	MGI	Gm8650
Ctag2l1	CTAG2 like 1	Mus musculus	protein_coding_gene	MGI	Gm6880
Spopfm3	speckle-type BTB/POZ protein family member 3	Mus musculus	protein_coding_gene	MGI	Gm5286
Htra4	HtrA serine peptidase 4	Mus musculus	protein_coding_gene	MGI	B430206E18Rik
Pdlim1	PDZ and LIM domain 1 (elfin)	Mus musculus	protein_coding_gene	MGI	CLP36|mClim1
C1s2	complement component 1, s subcomponent 2	Mus musculus	protein_coding_gene	MGI	Gm5077
Gm52955	Predicted gene, 52955	Mus musculus	protein	UniProtKB	UniProtKB:A0A668KLA6|PTN008398524
Dusp3	dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related)	Mus musculus	protein_coding_gene	MGI	2210015O03Rik|5031436O03Rik|T-DSP11|VHR
Aif1l	allograft inflammatory factor 1-like	Mus musculus	protein_coding_gene	MGI	2810003C17Rik
2210011G09Rik	RIKEN cDNA 2210011G09 gene	Mus musculus	lncRNA_gene	MGI	
Amer1	APC membrane recruitment 1	Mus musculus	protein_coding_gene	MGI	2810002O09Rik|Fam123b|Wtx
Usp36	ubiquitin specific peptidase 36	Mus musculus	protein_coding_gene	MGI	2700002L06Rik
2600002B07Rik	RIKEN cDNA 2600002B07 gene	Mus musculus	lncRNA_gene	MGI	
Lsm12	LSM12 homolog	Mus musculus	protein_coding_gene	MGI	1110032E16Rik|2600001B17Rik
2010009K17Rik	RIKEN cDNA 2010009K17 gene	Mus musculus	lncRNA_gene	MGI	
Akap8l	A kinase (PRKA) anchor protein 8-like	Mus musculus	protein_coding_gene	MGI	Nakap95
Gucy1b1	guanylate cyclase 1, soluble, beta 1	Mus musculus	protein_coding_gene	MGI	beta 1 sGC|Gucy1b3
Rpl36	ribosomal protein L36	Mus musculus	protein_coding_gene	MGI	
Wdr89	WD repeat domain 89	Mus musculus	protein_coding_gene	MGI	2600001A11Rik
Tnfsf13os	tumor necrosis factor (ligand) superfamily, member 13, opposite strand	Mus musculus	gene_product	MGI	2010012P19Rik
Iars2	isoleucine-tRNA synthetase 2, mitochondrial	Mus musculus	protein_coding_gene	MGI	2010002H18Rik
Palld	palladin, cytoskeletal associated protein	Mus musculus	protein_coding_gene	MGI	2410003B16Rik
2610001N11Rik	RIKEN cDNA 2610001N11 gene	Mus musculus	lncRNA_gene	MGI	
2310021N16Rik	RIKEN cDNA 2310021N16 gene	Mus musculus	lncRNA_gene	MGI	
Klhl40	kelch-like 40	Mus musculus	protein_coding_gene	MGI	2310024D23Rik|Kbtbd5
Catsper4	cation channel, sperm associated 4	Mus musculus	protein_coding_gene	MGI	
Gm6249	predicted gene 6249	Mus musculus	lncRNA_gene	MGI	
Gm6460	predicted gene 6460	Mus musculus	protein_coding_gene	MGI	
Pcf11	PCF11 cleavage and polyadenylation factor subunit	Mus musculus	protein_coding_gene	MGI	2500001H09Rik|5730417B17Rik
2500004C02Rik	RIKEN cDNA 2500004C02 gene	Mus musculus	lncRNA_gene	MGI	
Gm5444	predicted gene 5444	Mus musculus	lncRNA_gene	MGI	
Plxdc1	plexin domain containing 1	Mus musculus	protein_coding_gene	MGI	2410003I07Rik|Tem7
Asb6	ankyrin repeat and SOCS box-containing 6	Mus musculus	protein_coding_gene	MGI	2510004M11Rik
Kifbp	kinesin family binding protein	Mus musculus	protein_coding_gene	MGI	2510003E04Rik|Kif1bp
Gm11832	predicted gene 11832	Mus musculus	lncRNA_gene	MGI	
Ighv1-84	immunoglobulin heavy variable 1-84	Mus musculus	gene_segment	MGI	
Asb17os	ankyrin repeat and SOCS box-containing 17, opposite strand	Mus musculus	gene_product	MGI	2510003D18Rik
Scgb1b3	secretoglobin, family 1B, member 3	Mus musculus	protein_coding_gene	MGI	Gm5325|Abpa3
Ccdc74a	coiled-coil domain containing 74A	Mus musculus	protein_coding_gene	MGI	2310015A05Rik
Scgb1b29	secretoglobin, family 1B, member 29	Mus musculus	protein_coding_gene	MGI	Gm5326|Abpa29
Fryl	FRY like transcription coactivator	Mus musculus	protein_coding_gene	MGI	2310004H21Rik|2510002A14Rik|9030227G01Rik
2310004O12Rik	RIKEN cDNA 2310004O12 gene	Mus musculus	lncRNA_gene	MGI	
9430060I03Rik	RIKEN cDNA 9430060I03 gene	Mus musculus	lncRNA_gene	MGI	
Gm13663	predicted gene 13663	Mus musculus	lncRNA_gene	MGI	
Gm12898	predicted gene 12898	Mus musculus	lncRNA_gene	MGI	
Tmem158	transmembrane protein 158	Mus musculus	protein_coding_gene	MGI	2310037P21Rik|Ris1
Ube2f	ubiquitin-conjugating enzyme E2F (putative)	Mus musculus	protein_coding_gene	MGI	2510010F15Rik
Mak16	MAK16 homolog	Mus musculus	protein_coding_gene	MGI	2600016B03Rik|Rbm13
Cd300lg	CD300 molecule like family member G	Mus musculus	protein_coding_gene	MGI	2310016B05Rik|Clm9|D11Ertd736e|nepmucin
Ncaph2	non-SMC condensin II complex, subunit H2	Mus musculus	protein_coding_gene	MGI	0610010J20Rik|2610524G04Rik|D15Ertd785e|Kleisin beta
Tbca	tubulin cofactor A	Mus musculus	protein_coding_gene	MGI	co-chaperonin associated with a- & b-tubulin|cofactor A|Tbca13
Traf5	TNF receptor-associated factor 5	Mus musculus	protein_coding_gene	MGI	
Zfp101	zinc finger protein 101	Mus musculus	protein_coding_gene	MGI	
Art2a	ADP-ribosyltransferase 2a	Mus musculus	pseudogene	MGI	Rt-6|Rt6-1|Rt6|Art2a-ps
Art2b	ADP-ribosyltransferase 2b	Mus musculus	protein_coding_gene	MGI	ART2.2|Rt6|Rt-6|Rt6-2
Sox17	SRY (sex determining region Y)-box 17	Mus musculus	protein_coding_gene	MGI	
Klrb1a	killer cell lectin-like receptor subfamily B member 1A	Mus musculus	protein_coding_gene	MGI	Ly55a|Nkrp1-a|NKR-P1A
Epsti1	epithelial stromal interaction 1 (breast)	Mus musculus	protein_coding_gene	MGI	5033415K03Rik|2310046K10Rik|BRESI1
Zcchc3	zinc finger, CCHC domain containing 3	Mus musculus	protein_coding_gene	MGI	2810406K24Rik
Slc39a13	solute carrier family 39 (metal ion transporter), member 13	Mus musculus	protein_coding_gene	MGI	1100001L14Rik|ZIP13
Coq9	coenzyme Q9	Mus musculus	protein_coding_gene	MGI	2310005O14Rik
1600012H06Rik	RIKEN cDNA 1600012H06 gene	Mus musculus	protein_coding_gene	MGI	
Zfp169	zinc finger protein 169	Mus musculus	protein_coding_gene	MGI	4930429A13Rik|1700025J14Rik
Rubcn	RUN domain and cysteine-rich domain containing, Beclin 1-interacting protein	Mus musculus	protein_coding_gene	MGI	1700021K19Rik
Pbk	PDZ binding kinase	Mus musculus	protein_coding_gene	MGI	2810434B10Rik|D14Ertd732e|TOPK
Trmt1	tRNA methyltransferase 1	Mus musculus	protein_coding_gene	MGI	6720406L13Rik|D8Ertd812e
Klrb1b	killer cell lectin-like receptor subfamily B member 1B	Mus musculus	protein_coding_gene	MGI	Klrb1d|Ly55b|Ly55d|Nkrp1-b|NKR-P1B|Nkrp1d|NKR-P1D
Klrb1c	killer cell lectin-like receptor subfamily B member 1C	Mus musculus	protein_coding_gene	MGI	CD161|Ly55c|Ly59|Ly-59|Nk1|Nk-1|Nk1.1|NK-1.1|Nk-1.2|NK-RP1|NKR-P1|Nkrp1-c|NKR-P1C
Cln3	ceroid lipofuscinosis, neuronal 3, juvenile (Batten, Spielmeyer-Vogt disease)	Mus musculus	protein_coding_gene	MGI	battenin
Lgals4	lectin, galactose binding, soluble 4	Mus musculus	protein_coding_gene	MGI	galectin-4
Lgals6	lectin, galactose binding, soluble 6	Mus musculus	protein_coding_gene	MGI	galectin-6
Zkscan5	zinc finger with KRAB and SCAN domains 5	Mus musculus	protein_coding_gene	MGI	hKraba1|Zfp95
Kpnb1	karyopherin (importin) beta 1	Mus musculus	protein_coding_gene	MGI	Impnb
Gata6os	GATA binding protein 6, opposite strand	Mus musculus	lncRNA_gene	MGI	Gata6as|LncGata6|1010001N08Rik
Trpm2	transient receptor potential cation channel, subfamily M, member 2	Mus musculus	protein_coding_gene	MGI	9830168K16Rik|LTRPC2|TRPC7|Trrp7
1200009P19Rik	RIKEN cDNA 1200009P19 gene	Mus musculus	lncRNA_gene	MGI	
Ppm1m	protein phosphatase 1M	Mus musculus	protein_coding_gene	MGI	2810423O19Rik|PP2C eta
Rgs19	regulator of G-protein signaling 19	Mus musculus	protein_coding_gene	MGI	2610042F04Rik
Sumf2	sulfatase modifying factor 2	Mus musculus	protein_coding_gene	MGI	2610040F05Rik
E2f7	E2F transcription factor 7	Mus musculus	protein_coding_gene	MGI	A630014C11Rik|D10Ertd739e
Pramel15	PRAME like 15	Mus musculus	protein_coding_gene	MGI	EG627009|Gm13125|Pramef20
Ly6a	lymphocyte antigen 6 complex, locus A	Mus musculus	protein_coding_gene	MGI	Ly-6A.2|Ly-6A/E|Ly-6E.1|Sca1|Sca-1|TAP
Cmc1	COX assembly mitochondrial protein 1	Mus musculus	protein_coding_gene	MGI	2010110K16Rik|2010312P05Rik
Pef1	penta-EF hand domain containing 1	Mus musculus	protein_coding_gene	MGI	2600002E23Rik
Rnmt	RNA (guanine-7-) methyltransferase	Mus musculus	protein_coding_gene	MGI	2610002P10Rik
Ccdc80	coiled-coil domain containing 80	Mus musculus	protein_coding_gene	MGI	2610001E17Rik|DRO1|Ssg1|Urb
Dennd10	DENN domain containing 10	Mus musculus	protein_coding_gene	MGI	1810055E12Rik|Fam45a
Tmem86a	transmembrane protein 86A	Mus musculus	protein_coding_gene	MGI	1810054O13Rik
Coa6	cytochrome c oxidase assembly factor 6	Mus musculus	protein_coding_gene	MGI	1810063B05Rik
Rpl4	ribosomal protein L4	Mus musculus	protein_coding_gene	MGI	2010004J23Rik
Ufm1	ubiquitin-fold modifier 1	Mus musculus	protein_coding_gene	MGI	1810045K17Rik
Gata6	GATA binding protein 6	Mus musculus	protein_coding_gene	MGI	
Art1	ADP-ribosyltransferase 1	Mus musculus	protein_coding_gene	MGI	ADPRT|Yac-1
Rbm18	RNA binding motif protein 18	Mus musculus	protein_coding_gene	MGI	2010004P11Rik
Tmem100	transmembrane protein 100	Mus musculus	protein_coding_gene	MGI	1810057C19Rik
Saraf	store-operated calcium entry-associated regulatory factor	Mus musculus	protein_coding_gene	MGI	1810045K07Rik|Tmem66
Mtln	mitoregulin	Mus musculus	protein_coding_gene	MGI	1500011K16Rik|Moxi
Cfap410	cilia and flagella associated protein 410	Mus musculus	protein_coding_gene	MGI	1810043G02Rik|D10Jhu13e
Uxs1	UDP-glucuronate decarboxylase 1	Mus musculus	protein_coding_gene	MGI	1600025I13Rik
Mdp1	magnesium-dependent phosphatase 1	Mus musculus	protein_coding_gene	MGI	1810034K20Rik
Dcxr	dicarbonyl L-xylulose reductase	Mus musculus	protein_coding_gene	MGI	0610038K04Rik|1810027P18Rik
Ereg	epiregulin	Mus musculus	protein_coding_gene	MGI	EPR
Evpl	envoplakin	Mus musculus	protein_coding_gene	MGI	210kDa protein
Wfdc18	WAP four-disulfide core domain 18	Mus musculus	protein_coding_gene	MGI	Expi|Kal1|WDNM1
Alox5ap	arachidonate 5-lipoxygenase activating protein	Mus musculus	protein_coding_gene	MGI	arachidonate 5 lipoxygenase activating protein|Flap
Gip	gastric inhibitory polypeptide	Mus musculus	protein_coding_gene	MGI	glucose-dependent insulinotropic polypeptide
H1f3	H1.3 linker histone, cluster member	Mus musculus	protein_coding_gene	MGI	H1.3|H1D|H1s-4|Hist1h1d
Kcnj11	potassium inwardly rectifying channel, subfamily J, member 11	Mus musculus	protein_coding_gene	MGI	Kir6.2
Tmem33	transmembrane protein 33	Mus musculus	protein_coding_gene	MGI	1110006G02Rik|1600019D15Rik|2410089A21Rik|2700052H22Rik|5430406L04Rik
Naa20	N(alpha)-acetyltransferase 20, NatB catalytic subunit	Mus musculus	protein_coding_gene	MGI	1500004D14Rik|2900026I01Rik|D2Ertd186e|Nat5
Coq10b	coenzyme Q10B	Mus musculus	protein_coding_gene	MGI	1500041J02Rik|1700030I21Rik|9530077A17Rik
Trp53i13	transformation related protein 53 inducible protein 13	Mus musculus	protein_coding_gene	MGI	2410019G02Rik
Rprm	reprimo, TP53 dependent G2 arrest mediator candidate	Mus musculus	protein_coding_gene	MGI	2410012A13Rik|Reprimo
Mri1	methylthioribose-1-phosphate isomerase 1	Mus musculus	protein_coding_gene	MGI	2410018C20Rik
Nsmce4a	NSE4 homolog A, SMC5-SMC6 complex component	Mus musculus	protein_coding_gene	MGI	2410003A14Rik
Mrrf	mitochondrial ribosome recycling factor	Mus musculus	protein_coding_gene	MGI	2400002D02Rik
Enoph1	enolase-phosphatase 1	Mus musculus	protein_coding_gene	MGI	2310057D15Rik
Paip2	polyadenylate-binding protein-interacting protein 2	Mus musculus	protein_coding_gene	MGI	2310050K10Rik
Cela3b	chymotrypsin-like elastase family, member 3B	Mus musculus	protein_coding_gene	MGI	0910001F22Rik|2310074F01Rik|Ela3|Ela3b
Wfdc1	WAP four-disulfide core domain 1	Mus musculus	protein_coding_gene	MGI	2310058A03Rik|ps20
Rgs10	regulator of G-protein signalling 10	Mus musculus	protein_coding_gene	MGI	2310010N19Rik
Yipf4	Yip1 domain family, member 4	Mus musculus	protein_coding_gene	MGI	2310034L04Rik
Slc25a11	solute carrier family 25 (mitochondrial carrier oxoglutarate carrier), member 11	Mus musculus	protein_coding_gene	MGI	2310022P18Rik|2oxoc
2310033P09Rik	RIKEN cDNA 2310033P09 gene	Mus musculus	protein_coding_gene	MGI	
Akr1b10	aldo-keto reductase family 1, member B10 (aldose reductase)	Mus musculus	protein_coding_gene	MGI	2310005E10Rik
S100a16	S100 calcium binding protein A16	Mus musculus	protein_coding_gene	MGI	2300002L21Rik
Klra17	killer cell lectin-like receptor, subfamily A, member 17	Mus musculus	protein_coding_gene	MGI	Ly-49Q|Ly49q1|Ly49Q
5930430L01Rik	RIKEN cDNA 5930430L01 gene	Mus musculus	lncRNA_gene	MGI	
Abcc4	ATP-binding cassette, sub-family C (CFTR/MRP), member 4	Mus musculus	protein_coding_gene	MGI	D630049P08Rik|MOAT-B|MRP4
Ppp6c	protein phosphatase 6, catalytic subunit	Mus musculus	protein_coding_gene	MGI	2310003C10Rik
Echdc3	enoyl Coenzyme A hydratase domain containing 3	Mus musculus	protein_coding_gene	MGI	2310005D12Rik
Asprv1	aspartic peptidase, retroviral-like 1	Mus musculus	protein_coding_gene	MGI	2300003P22Rik|SASP|SASPase|Taps|TPA-induced aspartic proteinase-like
Slco6b1	solute carrier organic anion transporter family, member 6b1	Mus musculus	pseudogene	MGI	1700022M03Rik
Mtres1	mitochondrial transcription rescue factor 1	Mus musculus	protein_coding_gene	MGI	1700021F05Rik
1700007F19Rik	RIKEN cDNA 1700007F19 gene	Mus musculus	lncRNA_gene	MGI	
Nyap2	neuronal tyrosine-phophorylated phosphoinositide 3-kinase adaptor 2	Mus musculus	protein_coding_gene	MGI	9430031J16Rik|Jr6
Gm13003	predicted gene 13003	Mus musculus	lncRNA_gene	MGI	
Gm11697	predicted gene 11697	Mus musculus	lncRNA_gene	MGI	
Gm11751	predicted gene 11751	Mus musculus	lncRNA_gene	MGI	
Socs5	suppressor of cytokine signaling 5	Mus musculus	protein_coding_gene	MGI	1810018L08Rik|Cish5|SOCS-5
Piezo1	piezo-type mechanosensitive ion channel component 1	Mus musculus	protein_coding_gene	MGI	Fam38a
Gm12092	predicted gene 12092	Mus musculus	lncRNA_gene	MGI	
C230083P08Rik	RIKEN cDNA C230083P08 gene	Mus musculus	lncRNA_gene	MGI	
Gm12216	predicted gene 12216	Mus musculus	protein_coding_gene	MGI	
Gm11571	predicted gene 11571	Mus musculus	lncRNA_gene	MGI	
Gm14399	predicted gene 14399	Mus musculus	protein_coding_gene	MGI	
Gm13620	predicted gene 13620	Mus musculus	lncRNA_gene	MGI	
Gm14401	predicted gene 14401	Mus musculus	protein_coding_gene	MGI	
Gm11946	predicted gene 11946	Mus musculus	lncRNA_gene	MGI	
Gm11947	predicted gene 11947	Mus musculus	lncRNA_gene	MGI	
Pag1	phosphoprotein associated with glycosphingolipid microdomains 1	Mus musculus	protein_coding_gene	MGI	Cbp|F730007C19Rik
Gm11831	predicted gene 11831	Mus musculus	lncRNA_gene	MGI	
Gm11948	predicted gene 11948	Mus musculus	lncRNA_gene	MGI	
Ighv5-4	immunoglobulin heavy variable 5-4	Mus musculus	gene_segment	MGI	Gm16971
Ighv2-2	immunoglobulin heavy variable 2-2	Mus musculus	gene_segment	MGI	Gm16970
Ighv5-2	immunoglobulin heavy variable 5-2	Mus musculus	gene_segment	MGI	Gm16969
8430439B09Rik	RIKEN cDNA 8430439B09 gene	Mus musculus	lncRNA_gene	MGI	
7330423F06Rik	RIKEN cDNA 7330423F06 gene	Mus musculus	lncRNA_gene	MGI	
Ighv1-47	immunoglobulin heavy variable 1-47	Mus musculus	gene_segment	MGI	Gm16966
5430409L15Rik	RIKEN cDNA 5430409L15 gene	Mus musculus	lncRNA_gene	MGI	
Gm7762	predicted gene 7762	Mus musculus	protein_coding_gene	MGI	
Brwd3	bromodomain and WD repeat domain containing 3	Mus musculus	protein_coding_gene	MGI	Brodl|D030064D06Rik|LOC236955
Ighv1-31	immunoglobulin heavy variable 1-31	Mus musculus	gene_segment	MGI	Gm16965
Ighv1-39	immunoglobulin heavy variable 1-39	Mus musculus	gene_segment	MGI	Gm16964
Snhg15	small nucleolar RNA host gene 15	Mus musculus	lncRNA_gene	MGI	SAM|Gm11974
Gm11973	predicted gene 11973	Mus musculus	lncRNA_gene	MGI	
4933439N14Rik	RIKEN cDNA 4933439N14 gene	Mus musculus	lncRNA_gene	MGI	
4921540A03Rik	RIKEN cDNA 4921540A03 gene	Mus musculus	lncRNA_gene	MGI	
4922502H24Rik	RIKEN cDNA 4922502H24 gene	Mus musculus	lncRNA_gene	MGI	
4921501M06Rik	RIKEN cDNA 4921501M06 gene	Mus musculus	lncRNA_gene	MGI	
Lpar4	lysophosphatidic acid receptor 4	Mus musculus	protein_coding_gene	MGI	5730485F04Rik|Gpr23|LPA4|p2y9
4930440F04Rik	RIKEN cDNA 4930440F04 gene	Mus musculus	lncRNA_gene	MGI	
4930433E05Rik	RIKEN cDNA 4930433E05 gene	Mus musculus	lncRNA_gene	MGI	
Vmn2r96	vomeronasal 2, receptor 96	Mus musculus	protein_coding_gene	MGI	EG433070
Igkv2-137	immunoglobulin kappa chain variable 2-137	Mus musculus	gene_segment	MGI	Gm16955
Gm11820	predicted gene 11820	Mus musculus	lncRNA_gene	MGI	
Triqk	triple QxxK/R motif containing	Mus musculus	protein_coding_gene	MGI	Gm11818
Gm11431	predicted gene 11431	Mus musculus	lncRNA_gene	MGI	
4930425L21Rik	RIKEN cDNA 4930425L21 gene	Mus musculus	lncRNA_gene	MGI	
Ighv5-9	immunoglobulin heavy variable 5-9	Mus musculus	gene_segment	MGI	Gm16949
4930525C09Rik	RIKEN cDNA 4930525C09 gene	Mus musculus	lncRNA_gene	MGI	
Gm12972	predicted gene 12972	Mus musculus	lncRNA_gene	MGI	
Gm12973	predicted gene 12973	Mus musculus	lncRNA_gene	MGI	
Spata31	spermatogenesis associated 31	Mus musculus	protein_coding_gene	MGI	4930458L03Rik|Fam75a|Spata31a
4930448L02Rik	RIKEN cDNA 4930448L02 gene	Mus musculus	lncRNA_gene	MGI	
4930445N08Rik	RIKEN cDNA 4930445N08 gene	Mus musculus	lncRNA_gene	MGI	
Dnajc21	DnaJ heat shock protein family (Hsp40) member C21	Mus musculus	protein_coding_gene	MGI	4930461P20Rik|9930116P15Rik
4930449E18Rik	RIKEN cDNA 4930449E18 gene	Mus musculus	lncRNA_gene	MGI	
Gm11237	predicted gene 11237	Mus musculus	protein_coding_gene	MGI	
Igkv8-26	immunoglobulin kappa variable 8-26	Mus musculus	gene_segment	MGI	Gm16945
Igkv8-27	immunoglobulin kappa chain variable 8-27	Mus musculus	gene_segment	MGI	Gm16944
Igkv6-25	immunoglobulin kappa chain variable 6-25	Mus musculus	gene_segment	MGI	Gm16943
Fhod1	formin homology 2 domain containing 1	Mus musculus	protein_coding_gene	MGI	
4930439A04Rik	RIKEN cDNA 4930439A04 gene	Mus musculus	lncRNA_gene	MGI	
Zfp599	zinc finger protein 599	Mus musculus	protein_coding_gene	MGI	
4930447E19Rik	RIKEN cDNA 4930447E19 gene	Mus musculus	lncRNA_gene	MGI	
4930435F05Rik	RIKEN cDNA 4930435F05 gene	Mus musculus	lncRNA_gene	MGI	
4930445E18Rik	RIKEN cDNA 4930445E18 gene	Mus musculus	lncRNA_gene	MGI	
4930434O05Rik	RIKEN cDNA 4930434O05 gene	Mus musculus	lncRNA_gene	MGI	
4930452A19Rik	RIKEN cDNA 4930452A19 gene	Mus musculus	lncRNA_gene	MGI	
4930452N14Rik	RIKEN cDNA 4930452N14 gene	Mus musculus	lncRNA_gene	MGI	
4930451E10Rik	RIKEN cDNA 4930451E10 gene	Mus musculus	lncRNA_gene	MGI	
Arhgap23	Rho GTPase activating protein 23	Mus musculus	protein_coding_gene	MGI	
Ighv3-6	Ig heavy chain V region 3-6	Mus musculus	protein_coding_gene	MGI	Gm16932
Rab11fip4os1	RAB11 family interacting protein 4 (class II), opposite strand 1	Mus musculus	gene_product	MGI	Gm11202
Ighv6-3	immunoglobulin heavy variable 6-3	Mus musculus	gene_segment	MGI	Gm16930
Particl	promoter of Mat2a antisense radiation induced circulating long non-coding RNA	Mus musculus	lncRNA_gene	MGI	4930414L22Rik
4930425F17Rik	RIKEN cDNA 4930425F17 gene	Mus musculus	protein_coding_gene	MGI	
4930405L22Rik	RIKEN cDNA 4930405L22 gene	Mus musculus	lncRNA_gene	MGI	
Gm14177	predicted gene 14177	Mus musculus	protein_coding_gene	MGI	
4833413E03Rik	RIKEN cDNA 4833413E03 gene	Mus musculus	lncRNA_gene	MGI	
8430431K14Rik	RIKEN cDNA 8430431K14 gene	Mus musculus	lncRNA_gene	MGI	
8430426J06Rik	RIKEN cDNA 8430426J06 gene	Mus musculus	lncRNA_gene	MGI	
8430411E10Rik	RIKEN cDNA 8430411E10 gene	Mus musculus	lncRNA_gene	MGI	
Spink8	serine peptidase inhibitor, Kazal type 8	Mus musculus	protein_coding_gene	MGI	C630041L24Rik
Gm11236	predicted gene 11236	Mus musculus	protein_coding_gene	MGI	
Gm11940	predicted gene 11940	Mus musculus	lncRNA_gene	MGI	
Gm14178	predicted gene 14178	Mus musculus	protein_coding_gene	MGI	
Gm14181	predicted gene 14181	Mus musculus	protein_coding_gene	MGI	
Gm14180	predicted gene 14180	Mus musculus	protein_coding_gene	MGI	
Atrip	ATR interacting protein	Mus musculus	protein_coding_gene	MGI	6620401K05Rik
